order_date,region,country,product_category,product_name,revenue,cost,shipping_cost,material_cost
2025-11-04,Europe,France,Office Supplies,Premium Paper,9633.96,6504.55,1193.63,5310.92
2024-03-19,Asia Pacific,Japan,Furniture,Conference Table,5883.61,2890.43,375.68,2514.75
2025-07-07,Asia Pacific,Singapore,Furniture,Conference Table,8009.73,3502.8,271.7,3231.1
2024-12-20,Europe,Germany,Office Supplies,Office Chair,8467.41,3552.41,579.6,2972.81
2025-09-01,South America,Argentina,Technology,Business Tablet,7943.71,3248.89,328.92,2919.97
2025-07-20,South America,Argentina,Technology,Cloud Server,1314.09,608.02,91.86,516.16
2025-12-31,Europe,Germany,Office Supplies,Office Chair,4110.0,2632.88,499.95,2132.93
2024-04-03,Europe,United Kingdom,Office Supplies,Printer,7732.79,2704.15,265.74,2438.42
2025-03-17,South America,Chile,Furniture,Storage Cabinet,1481.28,549.78,85.49,464.3
2025-09-03,Asia Pacific,Singapore,Technology,Business Tablet,4431.2,2140.79,293.53,1847.26
2025-07-26,North America,Mexico,Furniture,Conference Table,7010.5,2585.97,304.58,2281.39
2024-10-01,South America,Brazil,Technology,Smartphone X,4629.42,1932.21,250.97,1681.24
2024-03-19,Asia Pacific,Australia,Technology,Cloud Server,6141.16,2239.56,217.08,2022.48
2024-11-07,Europe,Italy,Office Supplies,Desk Organizer,8138.73,3224.3,380.38,2843.93
2025-10-28,North America,Canada,Office Supplies,Office Chair,5050.59,1901.84,252.08,1649.75
2024-11-22,Asia Pacific,Singapore,Furniture,Conference Table,3595.92,1479.14,249.17,1229.97
2025-01-08,Europe,Spain,Technology,Smartphone X,6976.27,3210.24,541.71,2668.53
2025-04-17,North America,Canada,Office Supplies,Premium Paper,8280.17,3890.07,417.79,3472.28
2025-05-26,North America,Mexico,Office Supplies,Office Chair,2900.48,1085.59,148.38,937.21
2025-01-21,Europe,Italy,Furniture,Storage Cabinet,6031.32,2752.27,459.43,2292.84
2025-12-09,South America,Chile,Technology,Business Tablet,7165.53,3450.46,427.72,3022.74
2024-03-28,Europe,France,Furniture,Ergonomic Chair,2080.22,936.23,120.99,815.24
2025-10-22,South America,Argentina,Office Supplies,Premium Paper,600.2,236.69,33.33,203.35
2025-06-15,North America,Canada,Office Supplies,Desk Organizer,4899.1,2285.21,316.1,1969.11
2024-06-03,Asia Pacific,India,Office Supplies,Premium Paper,3306.61,1561.96,113.39,1448.57
2024-05-25,Asia Pacific,Australia,Office Supplies,Desk Organizer,7950.56,3383.62,376.98,3006.64
2024-04-09,South America,Chile,Furniture,Storage Cabinet,3529.64,1466.74,248.87,1217.87
2024-04-27,Europe,United Kingdom,Furniture,Executive Desk,6932.82,2799.81,549.04,2250.76
2024-09-06,North America,Mexico,Technology,Business Tablet,5818.57,2824.11,242.01,2582.1
2025-02-18,North America,United States,Furniture,Storage Cabinet,4258.03,2064.14,315.75,1748.38
2025-04-05,South America,Argentina,Technology,Smartphone X,2454.95,1186.44,172.92,1013.52
2024-03-05,Europe,Spain,Technology,Business Tablet,3596.86,1481.01,155.09,1325.92
2025-05-16,Asia Pacific,Singapore,Furniture,Storage Cabinet,6076.54,2579.28,439.19,2140.09
2025-09-24,North America,Mexico,Furniture,Ergonomic Chair,9227.48,4172.03,586.92,3585.11
2024-11-16,Europe,France,Office Supplies,Premium Paper,2238.92,1028.91,124.35,904.56
2025-03-04,North America,Mexico,Office Supplies,Desk Organizer,2264.66,1041.74,146.46,895.28
2025-10-22,North America,Mexico,Technology,Cloud Server,3243.93,1298.1,233.88,1064.22
2025-09-26,Europe,United Kingdom,Technology,Cloud Server,1797.08,899.39,140.52,758.88
2025-06-01,South America,Argentina,Furniture,Storage Cabinet,4448.49,2137.14,242.15,1894.98
2024-03-25,Europe,France,Office Supplies,Premium Paper,3111.1,1303.71,119.5,1184.21
2025-04-13,South America,Chile,Furniture,Executive Desk,5940.78,2360.5,339.55,2020.95
2025-01-10,Europe,Italy,Furniture,Conference Table,9902.87,3831.08,708.09,3122.99
2024-09-10,Asia Pacific,India,Office Supplies,Printer,3811.48,1808.41,198.02,1610.39
2024-04-30,North America,United States,Furniture,Ergonomic Chair,8679.96,3844.77,446.22,3398.55
2025-09-22,North America,United States,Technology,Laptop Pro,5915.71,2601.05,354.01,2247.04
2024-06-21,Asia Pacific,Australia,Office Supplies,Printer,9547.77,4317.22,716.16,3601.06
2024-04-07,North America,Canada,Technology,Business Tablet,8736.95,3427.83,640.45,2787.38
2024-09-12,North America,Mexico,Office Supplies,Office Chair,7734.0,3525.99,421.29,3104.7
2025-08-14,Asia Pacific,Singapore,Office Supplies,Desk Organizer,1217.4,593.65,83.32,510.32
2025-02-16,Asia Pacific,Australia,Office Supplies,Desk Organizer,3609.25,1332.09,247.98,1084.11
2024-04-05,South America,Chile,Furniture,Ergonomic Chair,8576.01,4024.19,427.82,3596.36
2025-03-15,North America,Canada,Office Supplies,Printer,8369.26,3427.71,492.92,2934.79
2025-08-02,South America,Argentina,Furniture,Executive Desk,936.46,436.17,67.27,368.9
2024-01-17,Europe,France,Office Supplies,Desk Organizer,506.42,245.02,20.32,224.7
2025-12-06,North America,Mexico,Office Supplies,Office Chair,8807.02,4105.45,305.31,3800.13
2025-01-04,Asia Pacific,India,Office Supplies,Office Chair,991.98,456.45,65.77,390.68
2024-08-27,South America,Chile,Technology,Laptop Pro,510.32,208.29,18.7,189.59
2024-08-19,South America,Brazil,Technology,Business Tablet,8262.54,4125.81,422.35,3703.46
2024-05-15,South America,Brazil,Technology,Cloud Server,1348.65,615.06,47.42,567.64
2025-01-11,Asia Pacific,Japan,Office Supplies,Office Chair,6594.97,2868.75,220.41,2648.35
2025-07-30,Europe,Spain,Furniture,Conference Table,4680.94,2198.96,287.43,1911.53
2024-06-04,South America,Chile,Furniture,Storage Cabinet,8669.64,3017.26,303.64,2713.63
2024-05-06,South America,Argentina,Office Supplies,Printer,8015.23,3201.27,498.8,2702.48
2024-09-11,Asia Pacific,India,Furniture,Ergonomic Chair,2451.73,1055.4,96.68,958.72
2025-02-05,Asia Pacific,India,Technology,Cloud Server,4165.91,1658.31,257.89,1400.42
2024-03-13,Europe,United Kingdom,Office Supplies,Office Chair,4174.96,1990.99,213.1,1777.89
2025-07-13,North America,Canada,Technology,Laptop Pro,6079.95,2084.55,247.98,1836.56
2024-03-02,South America,Chile,Office Supplies,Desk Organizer,4523.96,1910.78,280.61,1630.17
2025-07-04,North America,Canada,Technology,Business Tablet,1250.7,646.43,98.45,547.98
2024-06-08,Asia Pacific,Singapore,Furniture,Executive Desk,3446.61,1527.86,267.7,1260.16
2024-09-01,Europe,France,Technology,Cloud Server,1601.87,680.15,52.46,627.68
2025-11-13,North America,United States,Technology,Smartphone X,7164.25,2881.65,556.31,2325.34
2025-06-19,Asia Pacific,Japan,Office Supplies,Office Chair,7622.88,3793.65,508.04,3285.61
2024-04-30,Europe,United Kingdom,Office Supplies,Printer,5476.62,2290.29,431.3,1859.0
2025-10-04,Europe,Italy,Office Supplies,Printer,1026.67,659.26,150.3,508.95
2025-08-10,Europe,France,Furniture,Executive Desk,918.36,433.16,38.78,394.38
2025-04-28,Asia Pacific,Singapore,Technology,Smartphone X,9346.02,4544.65,538.73,4005.92
2025-11-02,South America,Brazil,Office Supplies,Office Chair,4454.44,2011.65,194.05,1817.6
2024-03-20,Asia Pacific,India,Furniture,Executive Desk,2203.77,1101.27,174.25,927.02
2025-02-14,Europe,Italy,Office Supplies,Printer,3609.36,1491.97,109.72,1382.25
2024-07-24,Asia Pacific,Australia,Furniture,Conference Table,4907.3,2176.0,268.27,1907.73
2024-07-19,North America,United States,Technology,Cloud Server,727.15,322.15,44.94,277.21
2025-12-11,Europe,United Kingdom,Technology,Cloud Server,8565.56,5544.24,978.96,4565.28
2025-05-18,Europe,France,Furniture,Ergonomic Chair,1383.75,709.94,103.59,606.35
2025-06-16,South America,Chile,Office Supplies,Desk Organizer,9758.27,3391.14,339.38,3051.76
2024-05-16,South America,Brazil,Furniture,Executive Desk,4632.34,2253.5,193.81,2059.69
2024-09-24,Asia Pacific,Singapore,Furniture,Ergonomic Chair,3521.55,1318.92,118.8,1200.12
2024-07-26,North America,Mexico,Technology,Smartphone X,1503.75,621.25,68.72,552.53
2024-05-03,Asia Pacific,Japan,Office Supplies,Printer,4901.79,2266.56,169.21,2097.34
2025-12-03,Asia Pacific,India,Technology,Business Tablet,1909.08,926.08,149.71,776.37
2025-02-09,Europe,United Kingdom,Office Supplies,Office Chair,795.28,328.66,41.84,286.82
2025-07-17,North America,United States,Office Supplies,Premium Paper,8137.02,2860.71,248.98,2611.73
2024-08-15,North America,United States,Office Supplies,Printer,7019.71,3333.23,240.09,3093.14
2025-08-23,Asia Pacific,India,Technology,Laptop Pro,2378.63,1111.68,167.61,944.07
2024-04-04,Asia Pacific,India,Technology,Cloud Server,981.06,480.99,50.68,430.31
2025-02-08,South America,Brazil,Office Supplies,Desk Organizer,2141.67,795.77,84.29,711.48
2024-10-13,South America,Brazil,Technology,Smartphone X,6649.14,2985.28,492.96,2492.32
2025-05-05,Europe,Germany,Office Supplies,Desk Organizer,1803.74,728.98,133.9,595.09
2025-06-22,North America,Mexico,Furniture,Executive Desk,9899.33,4605.59,474.73,4130.87
2025-07-11,South America,Argentina,Furniture,Ergonomic Chair,4189.62,1562.38,192.49,1369.89
2024-08-12,Europe,United Kingdom,Technology,Cloud Server,5529.61,2737.19,442.26,2294.93
2024-06-12,Europe,France,Furniture,Conference Table,3032.01,1510.87,230.02,1280.85
2024-02-27,North America,Mexico,Office Supplies,Printer,9384.46,4574.14,363.04,4211.1
2024-08-30,Asia Pacific,Australia,Furniture,Executive Desk,7182.8,2953.1,419.35,2533.75
2024-05-25,North America,Canada,Furniture,Ergonomic Chair,2167.79,733.8,71.12,662.68
2025-09-08,North America,United States,Furniture,Storage Cabinet,506.49,241.98,20.3,221.68
2024-05-13,Asia Pacific,Japan,Office Supplies,Premium Paper,708.17,328.49,53.72,274.76
2024-04-23,Asia Pacific,India,Office Supplies,Desk Organizer,6067.16,2406.32,279.88,2126.44
2024-06-10,South America,Chile,Office Supplies,Printer,2154.93,1098.99,139.38,959.61
2025-09-20,Asia Pacific,Japan,Furniture,Conference Table,4094.65,1862.35,183.14,1679.21
2024-06-30,Europe,Spain,Office Supplies,Premium Paper,2229.78,932.43,157.07,775.37
2025-09-18,North America,Mexico,Furniture,Executive Desk,9398.53,3650.05,632.21,3017.84
2024-08-31,Asia Pacific,Australia,Technology,Laptop Pro,8305.79,3878.54,552.04,3326.5
2024-12-09,South America,Brazil,Office Supplies,Office Chair,2870.64,1013.34,122.96,890.38
2024-04-20,Europe,Germany,Office Supplies,Desk Organizer,7459.55,3875.93,553.7,3322.22
2025-05-19,South America,Argentina,Furniture,Storage Cabinet,1463.57,651.47,107.14,544.34
2025-10-28,North America,United States,Office Supplies,Premium Paper,8092.35,2719.16,250.89,2468.26
2024-09-24,Europe,Germany,Office Supplies,Office Chair,8935.35,3197.83,301.57,2896.27
2024-04-05,Asia Pacific,Singapore,Furniture,Executive Desk,4597.57,2107.58,277.54,1830.04
2025-03-20,North America,United States,Technology,Business Tablet,2452.73,964.8,159.08,805.72
2025-07-07,Asia Pacific,Australia,Office Supplies,Office Chair,1411.2,587.65,81.12,506.53
2025-05-17,North America,United States,Office Supplies,Premium Paper,4562.26,1858.13,287.88,1570.25
2025-09-06,South America,Brazil,Technology,Laptop Pro,2466.05,1170.34,194.46,975.89
2025-04-29,Europe,United Kingdom,Office Supplies,Desk Organizer,5146.42,2232.07,177.84,2054.22
2025-07-11,South America,Brazil,Office Supplies,Desk Organizer,4009.32,1643.95,173.06,1470.88
2025-04-21,Asia Pacific,Japan,Office Supplies,Premium Paper,1935.74,850.38,67.43,782.95
2025-11-15,Asia Pacific,Singapore,Furniture,Conference Table,5759.22,2862.56,408.45,2454.12
2025-03-04,South America,Chile,Technology,Cloud Server,3339.1,1442.22,242.74,1199.47
2024-02-05,North America,United States,Office Supplies,Office Chair,9516.08,3479.74,386.3,3093.44
2024-07-16,North America,United States,Office Supplies,Premium Paper,9888.66,4402.16,789.74,3612.42
2025-10-04,North America,Mexico,Office Supplies,Printer,9152.64,4306.1,305.25,4000.86
2025-02-01,South America,Chile,Office Supplies,Printer,5437.04,2545.58,166.47,2379.11
2025-12-18,South America,Brazil,Office Supplies,Office Chair,1907.9,870.21,129.58,740.63
2024-04-12,Europe,Spain,Technology,Business Tablet,8741.02,4422.21,645.91,3776.3
2024-09-27,South America,Chile,Office Supplies,Desk Organizer,855.92,323.97,31.83,292.14
2025-09-15,South America,Brazil,Office Supplies,Printer,7059.88,2549.71,379.55,2170.16
2024-10-02,Asia Pacific,India,Office Supplies,Printer,3454.02,1724.73,251.84,1472.89
2025-12-02,Europe,France,Technology,Business Tablet,9755.08,6164.71,1219.45,4945.26
2025-10-23,Europe,France,Office Supplies,Office Chair,9177.61,6002.93,1123.66,4879.28
2024-02-27,North America,United States,Office Supplies,Desk Organizer,1788.67,897.31,132.3,765.0
2024-01-30,North America,United States,Technology,Laptop Pro,2870.16,1275.41,217.85,1057.56
2025-12-22,North America,Canada,Office Supplies,Desk Organizer,5298.7,2286.42,191.78,2094.64
2024-02-01,North America,Canada,Office Supplies,Desk Organizer,2187.05,1071.47,129.79,941.68
2024-12-24,Asia Pacific,Japan,Office Supplies,Premium Paper,3208.16,1270.85,122.38,1148.47
2025-08-08,North America,United States,Furniture,Conference Table,6938.1,2711.67,350.2,2361.47
2024-01-21,Europe,Italy,Technology,Smartphone X,6210.85,2135.84,264.7,1871.14
2024-11-08,Asia Pacific,Singapore,Office Supplies,Printer,4860.48,1836.48,219.24,1617.23
2025-06-17,South America,Chile,Technology,Laptop Pro,5359.38,2527.04,386.76,2140.29
2025-01-18,Asia Pacific,Australia,Furniture,Executive Desk,5076.51,2001.5,222.47,1779.03
2024-11-28,Asia Pacific,Australia,Furniture,Ergonomic Chair,2289.42,960.66,96.19,864.47
2024-02-28,South America,Chile,Office Supplies,Office Chair,7352.19,3515.7,587.24,2928.45
2024-09-22,South America,Argentina,Office Supplies,Premium Paper,6038.73,3140.22,427.55,2712.68
2024-12-17,North America,Mexico,Furniture,Storage Cabinet,9112.0,4156.4,504.49,3651.91
2024-06-23,North America,Canada,Technology,Cloud Server,1715.47,702.0,120.8,581.2
2024-07-06,Asia Pacific,India,Technology,Business Tablet,2621.62,1262.94,133.76,1129.17
2024-12-05,Asia Pacific,Australia,Furniture,Ergonomic Chair,4905.73,1718.73,160.34,1558.39
2025-10-11,Europe,Italy,Technology,Laptop Pro,8741.23,5565.2,1322.15,4243.05
2024-05-20,North America,Canada,Office Supplies,Desk Organizer,1860.63,871.48,72.6,798.88
2024-03-23,South America,Argentina,Furniture,Conference Table,3477.43,1256.41,182.92,1073.49
2024-08-02,North America,Mexico,Technology,Cloud Server,7959.5,3609.1,290.29,3318.82
2025-03-20,South America,Argentina,Office Supplies,Desk Organizer,4141.51,1431.43,165.54,1265.89
2025-01-17,Europe,United Kingdom,Furniture,Conference Table,670.2,246.16,44.69,201.47
2024-08-19,Asia Pacific,Australia,Technology,Laptop Pro,4143.73,1767.93,158.92,1609.01
2024-02-16,Asia Pacific,Australia,Office Supplies,Printer,4619.82,2031.36,169.5,1861.87
2025-05-16,Asia Pacific,Japan,Technology,Cloud Server,681.68,281.46,54.02,227.44
2024-08-04,Europe,Spain,Furniture,Conference Table,1670.04,795.39,116.25,679.15
2025-01-19,Asia Pacific,India,Furniture,Executive Desk,6788.71,2912.51,210.36,2702.15
2025-12-07,Europe,Italy,Office Supplies,Desk Organizer,1674.15,1074.29,236.3,837.99
2024-01-10,Asia Pacific,Singapore,Furniture,Executive Desk,6793.59,2722.72,409.53,2313.19
2024-05-20,South America,Brazil,Furniture,Executive Desk,3185.71,1505.57,174.85,1330.72
2025-09-15,North America,Canada,Furniture,Conference Table,3900.26,1558.08,148.28,1409.8
2025-07-15,South America,Brazil,Furniture,Storage Cabinet,3640.73,1325.2,231.48,1093.71
2024-04-23,South America,Brazil,Technology,Laptop Pro,7373.85,2639.75,315.56,2324.19
2024-08-24,South America,Argentina,Office Supplies,Desk Organizer,975.76,483.67,71.92,411.75
2024-10-24,Asia Pacific,Australia,Office Supplies,Premium Paper,1402.49,625.55,45.29,580.25
2024-05-21,North America,Canada,Office Supplies,Desk Organizer,9573.35,3895.39,638.1,3257.3
2025-01-16,Asia Pacific,Japan,Technology,Cloud Server,4302.38,1894.19,308.85,1585.34
2025-12-07,South America,Argentina,Furniture,Conference Table,1574.04,688.42,51.84,636.58
2024-06-12,Europe,Italy,Furniture,Storage Cabinet,8121.52,3580.14,317.25,3262.89
2025-01-23,Asia Pacific,India,Furniture,Conference Table,5089.26,2277.94,378.54,1899.41
2025-03-27,Europe,Germany,Office Supplies,Printer,617.42,300.37,34.72,265.64
2025-08-13,North America,Mexico,Office Supplies,Premium Paper,4612.06,2135.82,249.5,1886.32
2025-11-10,South America,Brazil,Furniture,Executive Desk,610.63,302.53,33.75,268.77
2025-04-25,South America,Brazil,Technology,Cloud Server,3546.02,1395.51,155.7,1239.81
2025-06-03,North America,Mexico,Furniture,Storage Cabinet,4331.13,1681.37,229.35,1452.01
2025-08-09,South America,Brazil,Office Supplies,Desk Organizer,3502.58,1801.6,235.59,1566.01
2024-01-19,Europe,Italy,Office Supplies,Premium Paper,5792.74,1938.08,200.11,1737.97
2025-09-10,Asia Pacific,Japan,Furniture,Storage Cabinet,9528.37,3689.53,311.71,3377.82
2024-08-16,South America,Argentina,Furniture,Storage Cabinet,7308.25,2975.34,384.61,2590.73
2024-04-09,North America,United States,Office Supplies,Printer,8383.9,4101.94,373.92,3728.03
2025-06-18,Asia Pacific,India,Technology,Smartphone X,5178.01,2539.3,347.58,2191.73
2025-02-23,Europe,United Kingdom,Furniture,Conference Table,2281.66,1116.14,113.27,1002.86
2025-04-13,North America,Mexico,Office Supplies,Premium Paper,7692.92,2835.9,474.36,2361.53
2025-11-19,Europe,Italy,Office Supplies,Office Chair,9656.62,6385.84,1216.43,5169.41
2025-08-22,South America,Chile,Technology,Smartphone X,7439.7,2742.48,367.3,2375.18
2025-09-06,Asia Pacific,Singapore,Office Supplies,Office Chair,3099.16,1621.06,243.36,1377.7
2025-04-08,North America,United States,Office Supplies,Printer,8509.21,3640.81,388.83,3251.97
2025-07-20,North America,United States,Technology,Business Tablet,7022.81,3334.52,257.27,3077.25
2025-12-28,North America,Mexico,Furniture,Ergonomic Chair,7248.35,3422.89,421.23,3001.66
2025-08-19,South America,Chile,Furniture,Ergonomic Chair,8836.03,3481.36,270.72,3210.64
2024-04-19,Europe,Italy,Technology,Laptop Pro,6867.41,2729.76,463.61,2266.14
2024-06-13,Asia Pacific,Australia,Technology,Laptop Pro,7060.65,2908.64,477.86,2430.78
2024-02-03,Asia Pacific,Singapore,Technology,Smartphone X,7552.92,3218.08,316.31,2901.76
2025-12-13,Asia Pacific,India,Office Supplies,Desk Organizer,4457.38,2150.57,286.42,1864.15
2025-07-19,Europe,Germany,Furniture,Ergonomic Chair,2429.33,1222.8,177.4,1045.41
2025-03-29,North America,Mexico,Furniture,Ergonomic Chair,7673.52,3392.94,461.71,2931.23
2024-07-17,Asia Pacific,Singapore,Technology,Laptop Pro,2276.28,869.0,126.77,742.22
2025-01-21,Europe,Italy,Office Supplies,Printer,1735.63,746.93,74.2,672.73
2024-12-04,South America,Chile,Technology,Laptop Pro,1960.18,746.71,63.79,682.92
2025-10-02,Asia Pacific,Singapore,Furniture,Ergonomic Chair,1192.37,551.38,67.09,484.28
2024-07-07,Europe,Spain,Technology,Cloud Server,5659.26,2308.88,268.65,2040.23
2024-08-06,Asia Pacific,Australia,Office Supplies,Printer,2575.23,1208.87,145.56,1063.31
2025-07-28,Europe,Germany,Furniture,Ergonomic Chair,4733.84,2349.69,287.27,2062.41
2025-09-28,North America,United States,Furniture,Ergonomic Chair,4123.04,1876.39,147.06,1729.33
2024-09-19,Asia Pacific,India,Furniture,Ergonomic Chair,5385.94,2319.46,292.67,2026.78
2024-10-30,North America,Canada,Furniture,Executive Desk,9508.01,3831.0,739.85,3091.14
